header,,,,
hl589,sibenik,8000,1,1
hl589,breakfastroom,1000,1,1
hl589,salledebain,4000,1,1
hl589,salledebain,1000,2,1
hl589,sibenik,2000,2,1
hl589,breakfastroom,4000,1,1
hl589,sibenik,8000,2,1
hl589,sibenik,4000,1,1
hl589,sibenik,2000,1,1
hl589,breakfastroom,4000,2,1
hl589,salledebain,1000,1.5,1
hl589,salledebain,1000,2,1
hl589,breakfastroom,1000,2,1
hl589,breakfastroom,8000,2,1
hl589,salledebain,2000,1.5,1
hl589,sibenik,1000,1,1
hl589,salledebain,2000,1,1
hl589,sibenik,2000,1.5,1
hl589,sibenik,1000,1,1
hl589,breakfastroom,4000,2,1
hl589,salledebain,4000,1.5,1
hl589,salledebain,8000,1.5,1
hl589,breakfastroom,8000,2,1
hl589,salledebain,1000,2,1
hl589,breakfastroom,2000,1.5,1
hl589,breakfastroom,1000,1.5,1
hl589,sibenik,8000,2,1
hl589,breakfastroom,8000,2,1
hl589,salledebain,1000,1,1
hl589,sibenik,8000,1,1
hl589,breakfastroom,1000,1.5,1
hl589,sibenik,8000,1,1
hl589,sibenik,4000,2,1
hl589,breakfastroom,8000,1,1
hl589,breakfastroom,4000,1,1
hl589,salledebain,1000,1,1
hl589,sibenik,1000,1,1
hl589,salledebain,1000,1.5,1
hl589,salledebain,2000,1.5,1
hl589,salledebain,4000,1.5,1
hl589,sibenik,8000,1.5,1
hl589,salledebain,4000,2,1
hl589,sibenik,2000,1.5,1
hl589,sibenik,4000,1.5,1
hl589,breakfastroom,8000,1.5,1
hl589,salledebain,2000,2,1
hl589,breakfastroom,4000,2,1
hl589,salledebain,8000,1,1
hl589,breakfastroom,1000,1,1
hl589,sibenik,4000,1,1
hl589,sibenik,4000,2,1
hl589,salledebain,8000,1,1
hl589,sibenik,8000,1.5,1
hl589,salledebain,2000,1,1
hl589,sibenik,4000,1.5,1
hl589,salledebain,4000,2,1
hl589,breakfastroom,2000,1,1
hl589,salledebain,2000,1,1
hl589,breakfastroom,2000,1.5,1
hl589,sibenik,2000,2,1
hl589,breakfastroom,2000,2,1
hl589,sibenik,4000,1.5,1
hl589,salledebain,1000,1.5,1
hl589,sibenik,4000,1,1
hl589,breakfastroom,8000,1,1
hl589,breakfastroom,4000,1.5,1
hl589,breakfastroom,1000,1.5,1
hl589,sibenik,1000,2,1
hl589,salledebain,4000,1,1
hl589,breakfastroom,4000,1.5,1
hl589,breakfastroom,1000,1,1
hl589,breakfastroom,1000,2,1
hl589,breakfastroom,2000,1,1
hl589,sibenik,8000,1.5,1
hl589,sibenik,2000,1,1
hl589,breakfastroom,8000,1,1
hl589,salledebain,8000,2,1
hl589,sibenik,1000,1.5,1
hl589,salledebain,1000,1,1
hl589,salledebain,2000,2,1
hl589,breakfastroom,1000,2,1
hl589,breakfastroom,4000,1,1
hl589,salledebain,4000,2,1
hl589,salledebain,2000,2,1
hl589,salledebain,4000,1,1
hl589,breakfastroom,2000,2,1
hl589,salledebain,8000,1,1
hl589,sibenik,2000,1,1
hl589,salledebain,8000,2,1
hl589,salledebain,8000,1.5,1
hl589,salledebain,8000,1.5,1
hl589,breakfastroom,8000,1.5,1
hl589,breakfastroom,2000,1.5,1
hl589,sibenik,1000,1.5,1
hl589,breakfastroom,4000,1.5,1
hl589,salledebain,8000,2,1
hl589,salledebain,4000,1.5,1
hl589,sibenik,8000,2,1
hl589,sibenik,2000,1.5,1
hl589,breakfastroom,8000,1.5,1
hl589,breakfastroom,2000,1,0
hl589,sibenik,2000,2,0
hl589,breakfastroom,2000,2,0
hl589,sibenik,1000,2,0
hl589,sibenik,1000,1.5,0
hl589,salledebain,2000,1.5,0
hl589,sibenik,4000,2,0
hl589,sibenik,1000,2,0
