header,,,,
yc613,breakfastroom,8000,2,1
yc613,salledebain,2000,1.5,1
yc613,sibenik,1000,1,1
yc613,sibenik,8000,2,1
yc613,breakfastroom,8000,1,1
yc613,salledebain,8000,2,1
yc613,sibenik,8000,1,1
yc613,breakfastroom,4000,2,1
yc613,sibenik,1000,2,1
yc613,salledebain,4000,2,1
yc613,sibenik,8000,1.5,1
yc613,sibenik,1000,1.5,1
yc613,breakfastroom,8000,1.5,1
yc613,breakfastroom,8000,2,1
yc613,breakfastroom,1000,2,1
yc613,breakfastroom,1000,1.5,1
yc613,salledebain,2000,2,1
yc613,salledebain,4000,2,1
yc613,salledebain,4000,1,1
yc613,salledebain,1000,1,1
yc613,breakfastroom,2000,1.5,1
yc613,salledebain,2000,1,1
yc613,salledebain,4000,1.5,1
yc613,sibenik,4000,1,1
yc613,salledebain,8000,1,1
yc613,sibenik,8000,1.5,1
yc613,salledebain,1000,2,1
yc613,sibenik,8000,2,1
yc613,salledebain,4000,1.5,1
yc613,salledebain,8000,2,1
yc613,salledebain,8000,2,1
yc613,breakfastroom,2000,2,1
yc613,breakfastroom,4000,1,1
yc613,salledebain,1000,2,1
yc613,salledebain,8000,1.5,1
yc613,sibenik,4000,1,1
yc613,salledebain,2000,1,1
yc613,breakfastroom,2000,1.5,1
yc613,sibenik,8000,1,1
yc613,sibenik,8000,2,1
yc613,sibenik,2000,1,1
yc613,sibenik,2000,1,1
yc613,breakfastroom,8000,1.5,1
yc613,breakfastroom,1000,2,1
yc613,sibenik,4000,1.5,1
yc613,breakfastroom,2000,1.5,1
yc613,breakfastroom,4000,1.5,1
yc613,breakfastroom,4000,1,1
yc613,breakfastroom,8000,1.5,1
yc613,breakfastroom,8000,1,1
yc613,breakfastroom,2000,1,1
yc613,breakfastroom,8000,1,1
yc613,breakfastroom,4000,1.5,1
yc613,sibenik,8000,1.5,1
yc613,breakfastroom,1000,1,1
yc613,sibenik,2000,2,1
yc613,salledebain,8000,1,1
yc613,sibenik,4000,2,1
yc613,salledebain,8000,1.5,1
yc613,breakfastroom,4000,2,1
yc613,salledebain,4000,1,1
yc613,breakfastroom,8000,2,1
yc613,salledebain,2000,2,1
yc613,sibenik,4000,2,1
yc613,salledebain,4000,1.5,1
yc613,salledebain,2000,1.5,1
yc613,breakfastroom,4000,2,1
yc613,sibenik,4000,2,1
yc613,breakfastroom,2000,2,1
yc613,breakfastroom,1000,1,1
yc613,salledebain,2000,1.5,1
yc613,sibenik,8000,1,1
yc613,salledebain,4000,2,1
yc613,sibenik,4000,1,1
yc613,breakfastroom,1000,2,1
yc613,salledebain,8000,1,1
yc613,salledebain,2000,1,1
yc613,salledebain,1000,1,1
yc613,salledebain,4000,1,1
yc613,salledebain,2000,2,1
yc613,salledebain,8000,1.5,1
yc613,breakfastroom,4000,1.5,1
yc613,sibenik,4000,1.5,1
yc613,salledebain,1000,1.5,1
yc613,sibenik,4000,1.5,1
yc613,breakfastroom,4000,1,1
yc613,sibenik,1000,2,1
yc613,sibenik,2000,1.5,0
yc613,breakfastroom,1000,1.5,0
yc613,sibenik,2000,2,0
yc613,breakfastroom,1000,1.5,0
yc613,sibenik,1000,1,0
yc613,breakfastroom,1000,1,0
yc613,sibenik,2000,1.5,0
yc613,breakfastroom,2000,2,0
yc613,salledebain,1000,1.5,0
yc613,breakfastroom,2000,1,0
yc613,sibenik,2000,2,0
yc613,sibenik,2000,1.5,0
yc613,sibenik,1000,1.5,0
yc613,salledebain,1000,2,0
yc613,salledebain,1000,1,0
yc613,sibenik,2000,1,0
yc613,sibenik,1000,2,0
yc613,sibenik,1000,1,0
yc613,breakfastroom,2000,1,0
yc613,sibenik,1000,1.5,0
yc613,salledebain,1000,1.5,0
